Indicator,State Name,Year,Month,Data Value,Percent Pending Investigation
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,February,315,0.076298436
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,March,311,0.087338628
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,April,309,0.092622862
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,May,307,0.08417737
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,June,308,0.094971915
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,July,309,0.092183391
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,August,313,0.102969868
"Opioids (T40.0-T40.4,T40.6)",Oregon,2017,September,311,0.111276971
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,January,32,0.023247704
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,February,29,0.023090689
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,March,29,0.023006356
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,April,32,0.020046967
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,May,31,0.01991012
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,June,34,0.022626994
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,July,35,0.022554271
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,August,36,0.022544102
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,September,36,0.019682272
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,October,38,0.016909029
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,November,33,0.014033512
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2015,December,33,0.022388895
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,January,32,0.02252062
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,February,37,0.025385722
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,March,40,0.028093044
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,April,39,0.030915376
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,May,41,0.045109814
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,June,39,0.048023956
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,July,37,0.053569415
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,August,39,0.053409794
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,September,40,0.059076715
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,October,40,0.061645371
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,November,43,0.064483571
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2016,December,41,0.072387104
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,January,42,0.073877473
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,February,42,0.076298436
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,March,42,0.087338628
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,April,49,0.092622862
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,May,56,0.08417737
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,June,64,0.094971915
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,July,74,0.092183391
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,August,77,0.102969868
"Synthetic opioids, excl. methadone (T40.4)",Oregon,2017,September,78,0.111276971
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,January,80,0.06923153
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,February,81,0.039192632
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,March,82,0.03895598
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,April,81,0.039028198
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,May,89,0.039070131
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,June,94,0.029165857
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,July,98,0.019295707
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,August,101,0.019288263
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,September,107,0.019204917
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,October,107,0.019091256
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,November,107,0.009527439
Natural & semi-synthetic opioids (T40.2),Rhode Island,2015,December,104,0
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,January,104,0
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,February,107,0
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,March,110,0
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,April,114,0.009843489
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,May,107,0.009870694
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,June,108,0.029785544
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,July,105,0.030081219
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,August,105,0.030009003
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,September,99,0.04006009
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,October,100,0.050251256
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,November,98,0.050301811
Natural & semi-synthetic opioids (T40.2),Rhode Island,2016,December,94,0.06983937
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,January,90,0.079412349
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,February,83,0.089064819
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,March,82,0.108001964
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,April,76,0.097828214
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,May,72,0.10727521
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,June,77,0.087133314
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,July,71,0.096432015
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,August,74,0.096711799
Natural & semi-synthetic opioids (T40.2),Rhode Island,2017,September,76,0.09629273
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,January,214,0.06923153
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,February,218,0.039192632
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,March,221,0.03895598
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,April,221,0.039028198
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,May,235,0.039070131
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,June,251,0.029165857
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,July,260,0.019295707
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,August,264,0.019288263
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,September,279,0.019204917
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,October,272,0.019091256
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,November,273,0.009527439
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2015,December,268,0
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,January,268,0
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,February,264,0
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,March,267,0
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,April,278,0.009843489
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,May,274,0.009870694
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,June,279,0.029785544
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,July,278,0.030081219
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,August,283,0.030009003
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,September,277,0.04006009
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,October,282,0.050251256
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,November,294,0.050301811
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2016,December,297,0.06983937
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,January,300,0.079412349
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,February,296,0.089064819
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,March,299,0.108001964
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,April,290,0.097828214
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,May,280,0.10727521
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,June,280,0.087133314
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,July,280,0.096432015
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,August,281,0.096711799
"Opioids (T40.0-T40.4,T40.6)",Rhode Island,2017,September,284,0.09629273
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,January,90,0.06923153
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,February,92,0.039192632
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,March,88,0.03895598
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,April,93,0.039028198
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,May,103,0.039070131
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,June,115,0.029165857
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,July,128,0.019295707
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,August,133,0.019288263
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,September,139,0.019204917
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,October,143,0.019091256
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,November,145,0.009527439
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2015,December,144,0
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,January,137,0
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,February,131,0
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,March,136,0
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,April,147,0.009843489
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,May,152,0.009870694
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,June,161,0.029785544
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,July,165,0.030081219
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,August,171,0.030009003
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,September,173,0.04006009
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,October,182,0.050251256
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,November,196,0.050301811
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2016,December,197,0.06983937
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,January,206,0.079412349
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,February,214,0.089064819
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,March,220,0.108001964
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,April,213,0.097828214
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,May,205,0.10727521
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,June,199,0.087133314
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,July,200,0.096432015
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,August,201,0.096711799
"Synthetic opioids, excl. methadone (T40.4)",Rhode Island,2017,September,208,0.09629273
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,January,317,0.026734394
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,February,320,0.026511135
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,March,314,0.030656039
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,April,317,0.032806246
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,May,314,0.037083088
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,June,312,0.034809094
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,July,306,0.036906778
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,August,314,0.041154046
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,September,304,0.034587116
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,October,319,0.038748843
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,November,327,0.04521477
Natural & semi-synthetic opioids (T40.2),South Carolina,2015,December,321,0.060407318
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,January,317,0.062876718
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,February,317,0.064822818
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,March,333,0.062848103
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,April,337,0.060503911
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,May,341,0.058361974
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,June,350,0.058283864
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,July,354,0.055874326
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,August,346,0.0559236
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,September,349,0.059753729
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,October,338,0.062048012
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,November,323,0.059644265
Natural & semi-synthetic opioids (T40.2),South Carolina,2016,December,341,0.038197908
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,January,341,0.040263621
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,February,349,0.040501364
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,March,332,0.042419615
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,April,335,0.046498848
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,May,335,0.063175185
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,June,331,0.077551876
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,July,337,0.094183637
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,August,337,0.10207908
Natural & semi-synthetic opioids (T40.2),South Carolina,2017,September,339,0.120936633
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,January,508,0.026734394
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,February,514,0.026511135
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,March,526,0.030656039
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,April,530,0.032806246
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,May,540,0.037083088
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,June,544,0.034809094
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,July,533,0.036906778
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,August,552,0.041154046
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,September,542,0.034587116
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,October,553,0.038748843
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,November,549,0.04521477
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2015,December,537,0.060407318
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,January,534,0.062876718
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,February,529,0.064822818
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,March,538,0.062848103
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,April,559,0.060503911
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,May,566,0.058361974
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,June,582,0.058283864
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,July,599,0.055874326
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,August,584,0.0559236
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,September,586,0.059753729
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,October,591,0.062048012
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,November,581,0.059644265
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2016,December,613,0.038197908
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,January,635,0.040263621
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,February,658,0.040501364
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,March,644,0.042419615
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,April,651,0.046498848
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,May,676,0.063175185
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,June,691,0.077551876
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,July,693,0.094183637
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,August,720,0.10207908
"Opioids (T40.0-T40.4,T40.6)",South Carolina,2017,September,735,0.120936633
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,January,110,0.026734394
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,February,122,0.026511135
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,March,136,0.030656039
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,April,141,0.032806246
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,May,150,0.037083088
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,June,158,0.034809094
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,July,162,0.036906778
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,August,169,0.041154046
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,September,165,0.034587116
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,October,168,0.038748843
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,November,165,0.04521477
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2015,December,153,0.060407318
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,January,149,0.062876718
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,February,146,0.064822818
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,March,142,0.062848103
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,April,151,0.060503911
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,May,160,0.058361974
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,June,170,0.058283864
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,July,183,0.055874326
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,August,184,0.0559236
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,September,198,0.059753729
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,October,211,0.062048012
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,November,212,0.059644265
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2016,December,234,0.038197908
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,January,256,0.040263621
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,February,265,0.040501364
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,March,266,0.042419615
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,April,272,0.046498848
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,May,289,0.063175185
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,June,309,0.077551876
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,July,309,0.094183637
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,August,344,0.10207908
"Synthetic opioids, excl. methadone (T40.4)",South Carolina,2017,September,359,0.120936633
Natural & semi-synthetic opioids (T40.2),United States,2015,January,12269,0.143178356
Natural & semi-synthetic opioids (T40.2),United States,2015,February,12237,0.146002799
Natural & semi-synthetic opioids (T40.2),United States,2015,March,12267,0.14500079
Natural & semi-synthetic opioids (T40.2),United States,2015,April,12356,0.146454116
Natural & semi-synthetic opioids (T40.2),United States,2015,May,12474,0.146196609
Natural & semi-synthetic opioids (T40.2),United States,2015,June,12555,0.147394042
Natural & semi-synthetic opioids (T40.2),United States,2015,July,12574,0.147934447
Natural & semi-synthetic opioids (T40.2),United States,2015,August,12649,0.148719884
Natural & semi-synthetic opioids (T40.2),United States,2015,September,12707,0.150740136
Natural & semi-synthetic opioids (T40.2),United States,2015,October,12773,0.152932146
Natural & semi-synthetic opioids (T40.2),United States,2015,November,12737,0.152393368
Natural & semi-synthetic opioids (T40.2),United States,2015,December,12747,0.153226513
Natural & semi-synthetic opioids (T40.2),United States,2016,January,12729,0.150668764
Natural & semi-synthetic opioids (T40.2),United States,2016,February,12878,0.147576645
Natural & semi-synthetic opioids (T40.2),United States,2016,March,13052,0.148564499
Natural & semi-synthetic opioids (T40.2),United States,2016,April,13266,0.149963599
Natural & semi-synthetic opioids (T40.2),United States,2016,May,13356,0.153273379
Natural & semi-synthetic opioids (T40.2),United States,2016,June,13528,0.154681725
Natural & semi-synthetic opioids (T40.2),United States,2016,July,13698,0.157625861
Natural & semi-synthetic opioids (T40.2),United States,2016,August,13830,0.161393319
Natural & semi-synthetic opioids (T40.2),United States,2016,September,13926,0.163075371
Natural & semi-synthetic opioids (T40.2),United States,2016,October,14072,0.165318715
Natural & semi-synthetic opioids (T40.2),United States,2016,November,14269,0.165850094
Natural & semi-synthetic opioids (T40.2),United States,2016,December,14534,0.166299133
Natural & semi-synthetic opioids (T40.2),United States,2017,January,14697,0.179798265
Natural & semi-synthetic opioids (T40.2),United States,2017,February,14713,0.192767101
Natural & semi-synthetic opioids (T40.2),United States,2017,March,14700,0.207431162
Natural & semi-synthetic opioids (T40.2),United States,2017,April,14716,0.220979542
Natural & semi-synthetic opioids (T40.2),United States,2017,May,14806,0.236574895
Natural & semi-synthetic opioids (T40.2),United States,2017,June,14717,0.259315562
Natural & semi-synthetic opioids (T40.2),United States,2017,July,14637,0.292572878
Natural & semi-synthetic opioids (T40.2),United States,2017,August,14440,0.327629023
Natural & semi-synthetic opioids (T40.2),United States,2017,September,14309,0.362089652
"Opioids (T40.0-T40.4,T40.6)",United States,2015,January,28986,0.143178356
"Opioids (T40.0-T40.4,T40.6)",United States,2015,February,29269,0.146002799
"Opioids (T40.0-T40.4,T40.6)",United States,2015,March,29609,0.14500079
"Opioids (T40.0-T40.4,T40.6)",United States,2015,April,30240,0.146454116
"Opioids (T40.0-T40.4,T40.6)",United States,2015,May,30745,0.146196609
"Opioids (T40.0-T40.4,T40.6)",United States,2015,June,31068,0.147394042
"Opioids (T40.0-T40.4,T40.6)",United States,2015,July,31392,0.147934447
"Opioids (T40.0-T40.4,T40.6)",United States,2015,August,31767,0.148719884
"Opioids (T40.0-T40.4,T40.6)",United States,2015,September,32337,0.150740136
"Opioids (T40.0-T40.4,T40.6)",United States,2015,October,32775,0.152932146
"Opioids (T40.0-T40.4,T40.6)",United States,2015,November,33040,0.152393368
"Opioids (T40.0-T40.4,T40.6)",United States,2015,December,33203,0.153226513
"Opioids (T40.0-T40.4,T40.6)",United States,2016,January,33531,0.150668764
"Opioids (T40.0-T40.4,T40.6)",United States,2016,February,34251,0.147576645
"Opioids (T40.0-T40.4,T40.6)",United States,2016,March,35062,0.148564499
"Opioids (T40.0-T40.4,T40.6)",United States,2016,April,35837,0.149963599
"Opioids (T40.0-T40.4,T40.6)",United States,2016,May,36423,0.153273379
"Opioids (T40.0-T40.4,T40.6)",United States,2016,June,37187,0.154681725
"Opioids (T40.0-T40.4,T40.6)",United States,2016,July,38075,0.157625861
"Opioids (T40.0-T40.4,T40.6)",United States,2016,August,38856,0.161393319
"Opioids (T40.0-T40.4,T40.6)",United States,2016,September,39437,0.163075371
"Opioids (T40.0-T40.4,T40.6)",United States,2016,October,40149,0.165318715
"Opioids (T40.0-T40.4,T40.6)",United States,2016,November,41126,0.165850094
"Opioids (T40.0-T40.4,T40.6)",United States,2016,December,42435,0.166299133
"Opioids (T40.0-T40.4,T40.6)",United States,2017,January,43541,0.179798265
"Opioids (T40.0-T40.4,T40.6)",United States,2017,February,43997,0.192767101
"Opioids (T40.0-T40.4,T40.6)",United States,2017,March,44354,0.207431162
"Opioids (T40.0-T40.4,T40.6)",United States,2017,April,44651,0.220979542
"Opioids (T40.0-T40.4,T40.6)",United States,2017,May,45105,0.236574895
"Opioids (T40.0-T40.4,T40.6)",United States,2017,June,45481,0.259315562
"Opioids (T40.0-T40.4,T40.6)",United States,2017,July,45474,0.292572878
"Opioids (T40.0-T40.4,T40.6)",United States,2017,August,45523,0.327629023
"Opioids (T40.0-T40.4,T40.6)",United States,2017,September,45657,0.362089652
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,January,5766,0.143178356
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,February,6079,0.146002799
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,March,6390,0.14500079
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,April,6868,0.146454116
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,May,7254,0.146196609
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,June,7551,0.147394042
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,July,7890,0.147934447
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,August,8216,0.148719884
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,September,8669,0.150740136
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,October,9101,0.152932146
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,November,9397,0.152393368
"Synthetic opioids, excl. methadone (T40.4)",United States,2015,December,9610,0.153226513
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,January,9946,0.150668764
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,February,10585,0.147576645
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,March,11351,0.148564499
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,April,12048,0.149963599
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,May,12802,0.153273379
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,June,13562,0.154681725
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,July,14417,0.157625861
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,August,15256,0.161393319
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,September,16111,0.163075371
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,October,17027,0.165318715
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,November,18171,0.165850094
"Synthetic opioids, excl. methadone (T40.4)",United States,2016,December,19500,0.166299133
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,January,20831,0.179798265
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,February,21655,0.192767101
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,March,22395,0.207431162
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,April,23005,0.220979542
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,May,23678,0.236574895
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,June,24455,0.259315562
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,July,24957,0.292572878
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,August,25578,0.327629023
"Synthetic opioids, excl. methadone (T40.4)",United States,2017,September,26127,0.362089652
Natural & semi-synthetic opioids (T40.2),Utah,2015,January,375,0.340981333
Natural & semi-synthetic opioids (T40.2),Utah,2015,February,363,0.338477425
Natural & semi-synthetic opioids (T40.2),Utah,2015,March,361,0.319215642
Natural & semi-synthetic opioids (T40.2),Utah,2015,April,364,0.307202185
Natural & semi-synthetic opioids (T40.2),Utah,2015,May,356,0.317100793
Natural & semi-synthetic opioids (T40.2),Utah,2015,June,363,0.338237781
Natural & semi-synthetic opioids (T40.2),Utah,2015,July,363,0.342850719
Natural & semi-synthetic opioids (T40.2),Utah,2015,August,360,0.296735905
Natural & semi-synthetic opioids (T40.2),Utah,2015,September,364,0.269148817
